minute,X,Y,player,shotType,result,h_team,a_team,player_assisted,xG
11,0.95,0.35900001525878905,Ezechiel Banzuzi,LeftFoot,SavedShot,RasenBallsport Leipzig,FC Heidenheim,,0.07027117908000946
11,0.9730000305175781,0.3970000076293945,Rômulo,RightFoot,MissedShots,RasenBallsport Leipzig,FC Heidenheim,,0.333842396736145
27,0.9259999847412109,0.4490000152587891,Christoph Baumgartner,Head,MissedShots,RasenBallsport Leipzig,FC Heidenheim,David Raum,0.09821384400129318
32,0.88,0.500999984741211,Rômulo,RightFoot,SavedShot,RasenBallsport Leipzig,FC Heidenheim,Christoph Baumgartner,0.08997014909982681
34,0.7130000305175781,0.42700000762939455,Ezechiel Banzuzi,RightFoot,BlockedShot,RasenBallsport Leipzig,FC Heidenheim,Xaver Schlager,0.01660802587866783
35,0.950999984741211,0.5020000076293946,Castello Lukeba,Head,MissedShots,RasenBallsport Leipzig,FC Heidenheim,David Raum,0.10502102226018906
47,0.9469999694824218,0.669000015258789,Christoph Baumgartner,RightFoot,Goal,RasenBallsport Leipzig,FC Heidenheim,David Raum,0.2812620997428894
55,0.905,0.4929999923706055,Rômulo,RightFoot,MissedShots,RasenBallsport Leipzig,FC Heidenheim,Xaver Schlager,0.10653147846460342
64,0.865999984741211,0.42400001525878905,Antonio Nusa,RightFoot,BlockedShot,RasenBallsport Leipzig,FC Heidenheim,Bote Baku,0.10641122609376907
64,0.925,0.39099998474121095,Christoph Baumgartner,Head,ShotOnPost,RasenBallsport Leipzig,FC Heidenheim,David Raum,0.036639537662267685
66,0.8630000305175781,0.5309999847412109,Christoph Baumgartner,Head,MissedShots,RasenBallsport Leipzig,FC Heidenheim,David Raum,0.010629911907017231
69,0.9080000305175782,0.6869999694824219,Antonio Nusa,RightFoot,MissedShots,RasenBallsport Leipzig,FC Heidenheim,Christoph Baumgartner,0.07458116859197617
70,0.93,0.34799999237060547,Bote Baku,LeftFoot,SavedShot,RasenBallsport Leipzig,FC Heidenheim,Willi Orban,0.2997741997241974
77,0.9640000152587891,0.4590000152587891,Rômulo,RightFoot,Goal,RasenBallsport Leipzig,FC Heidenheim,Bote Baku,0.6863177418708801
89,0.88,0.465,Yan Diomande,RightFoot,MissedShots,RasenBallsport Leipzig,FC Heidenheim,Bote Baku,0.4786159098148346
